,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
12048,39,blue-collar,married,secondary,False,281,no,False,unknown,20,jun,78,7,-1,0,unknown,False
12049,53,retired,divorced,secondary,False,797,no,False,unknown,20,jun,14,6,-1,0,unknown,False
12050,35,services,married,secondary,False,322,yes,True,unknown,20,jun,590,4,-1,0,unknown,False
12051,49,technician,married,tertiary,False,6138,no,False,unknown,20,jun,100,3,-1,0,unknown,False
12052,36,self-employed,married,tertiary,False,682,yes,False,unknown,20,jun,13,10,-1,0,unknown,False
12053,49,blue-collar,married,primary,False,4134,no,False,unknown,20,jun,40,2,-1,0,unknown,False
12054,47,blue-collar,married,primary,False,643,yes,False,unknown,20,jun,18,6,-1,0,unknown,False
12055,45,administrative,married,unknown,False,1577,no,False,unknown,20,jun,16,4,-1,0,unknown,False
12056,30,technician,single,secondary,False,157,yes,False,unknown,20,jun,74,3,-1,0,unknown,False
12057,43,management,married,tertiary,False,445,no,True,unknown,20,jun,196,4,-1,0,unknown,False
12058,24,management,married,secondary,False,867,yes,False,unknown,20,jun,546,10,-1,0,unknown,True
12059,49,technician,divorced,secondary,False,1669,yes,False,unknown,20,jun,34,3,-1,0,unknown,False
12060,41,technician,single,secondary,False,1147,yes,False,unknown,20,jun,17,10,-1,0,unknown,False
12061,44,technician,married,secondary,False,5597,no,False,unknown,20,jun,27,3,-1,0,unknown,False
12062,54,retired,divorced,primary,False,22,no,False,unknown,20,jun,23,4,-1,0,unknown,False
12063,41,entrepreneur,married,tertiary,False,306,yes,False,unknown,20,jun,102,3,-1,0,unknown,False
12064,53,housemaid,married,primary,False,3166,no,False,unknown,20,jun,14,12,-1,0,unknown,False
12065,30,administrative,married,secondary,False,-1049,yes,False,unknown,20,jun,160,2,-1,0,unknown,False
12066,40,retired,single,secondary,False,1400,no,False,unknown,20,jun,20,7,-1,0,unknown,False
12067,58,management,married,tertiary,False,0,no,False,unknown,20,jun,22,4,-1,0,unknown,False
12068,40,blue-collar,married,primary,False,4,no,False,unknown,20,jun,287,9,-1,0,unknown,False
12069,39,blue-collar,married,secondary,False,-1002,yes,False,unknown,20,jun,9,5,-1,0,unknown,False
12070,37,administrative,married,secondary,False,0,yes,False,unknown,20,jun,26,6,-1,0,unknown,False
12071,53,self-employed,divorced,secondary,False,1287,no,False,unknown,20,jun,12,3,-1,0,unknown,False
12072,57,retired,married,secondary,False,1794,no,True,unknown,20,jun,13,3,-1,0,unknown,False
12073,60,administrative,married,secondary,False,2058,no,False,unknown,20,jun,48,10,-1,0,unknown,False
12074,35,management,married,tertiary,False,1256,yes,False,unknown,20,jun,26,29,-1,0,unknown,False
12075,44,blue-collar,married,primary,False,-312,yes,False,unknown,20,jun,22,3,-1,0,unknown,False
12076,58,retired,married,tertiary,False,324,no,False,unknown,20,jun,13,4,-1,0,unknown,False
12077,47,blue-collar,married,secondary,False,480,no,False,unknown,20,jun,9,6,-1,0,unknown,False
12078,42,blue-collar,married,primary,False,832,no,False,unknown,20,jun,13,14,-1,0,unknown,False
12079,58,management,married,tertiary,False,1697,no,False,unknown,20,jun,55,2,-1,0,unknown,False
12080,44,administrative,married,secondary,False,10,no,False,unknown,20,jun,52,2,-1,0,unknown,False
12081,49,services,married,secondary,False,-106,no,True,unknown,20,jun,10,13,-1,0,unknown,False
12082,38,blue-collar,married,secondary,False,5,no,True,unknown,20,jun,14,8,-1,0,unknown,False
12083,44,student,single,unknown,False,5078,no,False,unknown,20,jun,17,5,-1,0,unknown,False
12084,39,administrative,divorced,secondary,False,1022,yes,False,unknown,20,jun,20,3,-1,0,unknown,False
12085,36,blue-collar,married,unknown,False,6,no,False,unknown,20,jun,41,7,-1,0,unknown,False
12086,54,entrepreneur,married,unknown,False,1021,no,False,unknown,20,jun,13,7,-1,0,unknown,False
12087,59,unknown,married,unknown,False,2443,no,False,unknown,20,jun,8,8,-1,0,unknown,False
12088,54,blue-collar,married,secondary,False,153,no,False,unknown,20,jun,7,12,-1,0,unknown,False
12089,53,retired,divorced,primary,False,1126,no,False,unknown,20,jun,92,3,-1,0,unknown,False
12090,47,management,married,tertiary,False,1105,no,False,unknown,20,jun,180,6,-1,0,unknown,False
12091,53,administrative,married,secondary,False,3765,no,False,unknown,20,jun,1094,3,-1,0,unknown,True
12092,41,technician,married,secondary,False,0,no,False,unknown,20,jun,267,2,-1,0,unknown,False
12093,39,technician,married,secondary,False,376,no,False,unknown,20,jun,160,3,-1,0,unknown,False
12094,42,technician,married,secondary,False,2980,no,False,unknown,20,jun,101,3,-1,0,unknown,False
12095,50,management,married,tertiary,False,536,no,False,unknown,20,jun,75,3,-1,0,unknown,False
12096,45,technician,married,secondary,False,0,yes,True,unknown,20,jun,8,5,-1,0,unknown,False
12097,28,management,single,secondary,False,311,yes,False,unknown,20,jun,23,13,-1,0,unknown,False
12098,51,administrative,single,secondary,False,2685,no,False,unknown,20,jun,78,2,-1,0,unknown,False
12099,23,services,married,secondary,False,-19,yes,False,unknown,20,jun,13,10,-1,0,unknown,False
12100,54,management,divorced,unknown,False,901,no,False,unknown,20,jun,7,3,-1,0,unknown,False
12101,45,unknown,married,secondary,False,11285,no,False,unknown,20,jun,13,5,-1,0,unknown,False
12102,26,student,single,secondary,False,715,yes,False,unknown,20,jun,31,10,-1,0,unknown,False
12103,38,technician,single,secondary,False,455,yes,False,unknown,20,jun,36,5,-1,0,unknown,False
12104,54,technician,married,secondary,False,827,no,True,unknown,20,jun,294,2,-1,0,unknown,False
12105,36,housemaid,married,primary,False,622,no,False,unknown,20,jun,55,5,-1,0,unknown,False
12106,52,blue-collar,married,secondary,False,1860,no,False,unknown,20,jun,496,3,-1,0,unknown,False
12107,44,management,married,tertiary,False,786,yes,False,unknown,20,jun,15,7,-1,0,unknown,False
12108,40,services,married,secondary,False,405,no,False,unknown,20,jun,87,3,-1,0,unknown,False
12109,35,management,single,tertiary,False,996,no,False,unknown,20,jun,17,2,-1,0,unknown,False
12110,43,management,single,secondary,False,2968,no,False,unknown,20,jun,30,4,-1,0,unknown,False
12111,52,self-employed,married,primary,False,1750,no,True,unknown,20,jun,39,5,-1,0,unknown,False
12112,48,management,divorced,tertiary,False,1401,yes,False,unknown,20,jun,72,3,-1,0,unknown,False
12113,50,retired,divorced,secondary,False,4861,no,False,unknown,20,jun,61,3,-1,0,unknown,False
12114,49,unknown,married,tertiary,False,325,no,False,unknown,20,jun,63,15,-1,0,unknown,False
12115,32,blue-collar,married,secondary,False,2526,yes,False,unknown,20,jun,25,8,-1,0,unknown,False
12116,37,entrepreneur,married,tertiary,True,-456,yes,True,unknown,20,jun,42,7,-1,0,unknown,False
12117,45,self-employed,married,secondary,False,845,no,False,unknown,20,jun,76,4,-1,0,unknown,False
12118,38,services,single,secondary,False,1315,no,False,unknown,20,jun,23,12,-1,0,unknown,False
12119,46,blue-collar,married,secondary,False,137,no,False,unknown,20,jun,252,3,-1,0,unknown,False
12120,60,blue-collar,married,primary,False,703,no,False,unknown,20,jun,24,7,-1,0,unknown,False
12121,54,blue-collar,married,primary,False,1033,no,False,unknown,20,jun,152,3,-1,0,unknown,False
12122,56,blue-collar,married,secondary,False,3129,no,False,unknown,20,jun,33,6,-1,0,unknown,False
12123,45,administrative,married,secondary,False,14902,yes,False,unknown,20,jun,31,6,-1,0,unknown,False
12124,38,administrative,married,secondary,False,3190,yes,False,unknown,20,jun,20,2,-1,0,unknown,False
12125,45,services,single,secondary,False,1515,no,False,unknown,20,jun,14,4,-1,0,unknown,False
12126,53,management,married,tertiary,False,4,no,False,unknown,20,jun,19,6,-1,0,unknown,False
12127,38,blue-collar,married,primary,False,1679,yes,False,unknown,20,jun,21,18,-1,0,unknown,False
12128,44,administrative,married,secondary,False,961,no,False,unknown,20,jun,314,2,-1,0,unknown,False
12129,53,blue-collar,married,unknown,False,111,no,False,unknown,20,jun,39,3,-1,0,unknown,False
12130,58,blue-collar,married,unknown,False,703,no,False,unknown,20,jun,37,3,-1,0,unknown,False
12131,42,management,married,tertiary,False,0,yes,False,unknown,20,jun,34,3,-1,0,unknown,False
12132,50,blue-collar,married,secondary,False,278,no,False,unknown,20,jun,250,3,-1,0,unknown,False
12133,36,management,married,tertiary,False,530,no,False,unknown,20,jun,221,3,-1,0,unknown,False
12134,42,services,married,secondary,False,548,no,False,unknown,20,jun,216,2,-1,0,unknown,False
12135,50,technician,married,primary,False,570,no,False,unknown,20,jun,21,3,-1,0,unknown,False
12136,41,blue-collar,single,unknown,False,4684,no,False,unknown,20,jun,30,6,-1,0,unknown,False
12137,51,management,married,primary,False,6298,yes,False,unknown,20,jun,14,3,-1,0,unknown,False
12138,53,management,single,tertiary,False,0,no,False,unknown,20,jun,94,7,-1,0,unknown,False
12139,45,services,married,secondary,False,4,yes,False,unknown,20,jun,709,9,-1,0,unknown,False
12140,50,services,married,secondary,False,901,yes,False,unknown,20,jun,8,6,-1,0,unknown,False
12141,44,technician,divorced,unknown,False,1823,no,False,unknown,20,jun,43,2,-1,0,unknown,False
12142,40,management,married,tertiary,False,10786,no,False,unknown,20,jun,111,3,-1,0,unknown,False
12143,39,administrative,divorced,secondary,False,32,no,True,unknown,20,jun,8,10,-1,0,unknown,False
12144,46,blue-collar,married,unknown,False,83,no,False,unknown,20,jun,38,5,-1,0,unknown,False
12145,42,blue-collar,married,primary,False,0,no,False,unknown,20,jun,19,2,-1,0,unknown,False
12146,35,management,married,tertiary,False,3083,no,False,unknown,20,jun,274,9,-1,0,unknown,False
12147,40,blue-collar,married,secondary,False,1009,yes,True,unknown,20,jun,1036,5,-1,0,unknown,True
12148,52,technician,married,secondary,False,945,no,False,unknown,20,jun,16,8,-1,0,unknown,False
12149,56,unknown,married,unknown,False,361,no,False,unknown,20,jun,247,7,-1,0,unknown,False
12150,37,services,divorced,primary,True,-475,no,False,unknown,20,jun,27,5,-1,0,unknown,False
12151,58,self-employed,married,primary,False,728,no,False,unknown,20,jun,112,4,-1,0,unknown,False
12152,44,management,married,secondary,False,13054,yes,False,unknown,20,jun,23,7,-1,0,unknown,False
12153,33,administrative,married,secondary,False,-111,yes,True,unknown,20,jun,12,3,-1,0,unknown,False
12154,46,management,married,tertiary,False,1489,yes,False,unknown,20,jun,375,5,-1,0,unknown,False
12155,39,management,married,tertiary,False,0,no,False,unknown,20,jun,10,4,-1,0,unknown,False
12156,58,blue-collar,married,primary,False,1231,no,False,unknown,20,jun,21,3,-1,0,unknown,False
12157,29,administrative,single,tertiary,False,507,yes,False,unknown,20,jun,20,33,-1,0,unknown,False
12158,53,management,married,primary,False,4086,no,False,unknown,20,jun,14,3,-1,0,unknown,False
12159,43,management,married,tertiary,False,1451,yes,False,unknown,20,jun,11,12,-1,0,unknown,False
12160,42,technician,divorced,tertiary,False,21,yes,False,unknown,20,jun,9,7,-1,0,unknown,False
12161,38,services,divorced,unknown,False,6360,no,False,unknown,20,jun,1409,2,-1,0,unknown,True
12162,56,unemployed,married,secondary,False,733,yes,False,unknown,20,jun,21,3,-1,0,unknown,False
12163,41,management,married,tertiary,False,2031,yes,False,unknown,20,jun,7,3,-1,0,unknown,False
12164,35,blue-collar,married,primary,False,883,yes,True,unknown,20,jun,18,5,-1,0,unknown,False
12165,42,blue-collar,married,secondary,False,525,yes,False,unknown,20,jun,10,6,-1,0,unknown,False
12166,56,blue-collar,married,secondary,False,2561,no,False,unknown,20,jun,13,6,-1,0,unknown,False
12167,47,technician,married,secondary,False,2394,no,True,unknown,20,jun,61,2,-1,0,unknown,False
12168,37,services,single,primary,False,3715,yes,False,unknown,20,jun,6,17,-1,0,unknown,False
12169,59,housemaid,single,unknown,False,4639,no,False,unknown,20,jun,24,5,-1,0,unknown,False
12170,46,blue-collar,married,secondary,False,2944,no,False,unknown,20,jun,20,5,-1,0,unknown,False
12171,47,technician,married,tertiary,False,2155,no,False,unknown,20,jun,178,3,-1,0,unknown,False
12172,34,blue-collar,married,secondary,False,2926,yes,False,unknown,20,jun,90,25,-1,0,unknown,False
12173,35,blue-collar,single,primary,False,1772,no,False,unknown,20,jun,19,7,-1,0,unknown,False
12174,45,administrative,married,unknown,False,1783,no,False,unknown,20,jun,11,11,-1,0,unknown,False
12175,41,blue-collar,single,unknown,False,387,no,False,unknown,20,jun,114,10,-1,0,unknown,False
12176,49,management,married,tertiary,False,-190,no,False,unknown,20,jun,11,7,-1,0,unknown,False
12177,58,technician,divorced,secondary,False,2270,no,False,unknown,20,jun,24,4,-1,0,unknown,False
12178,39,technician,married,tertiary,False,122,no,False,unknown,20,jun,44,5,-1,0,unknown,False
12179,35,blue-collar,divorced,secondary,True,-12,no,True,unknown,20,jun,714,4,-1,0,unknown,False
12180,37,technician,single,tertiary,False,1609,no,True,unknown,20,jun,10,19,-1,0,unknown,False
12181,43,management,married,primary,False,98,no,False,unknown,20,jun,185,4,-1,0,unknown,False
12182,40,blue-collar,single,primary,False,1,no,False,unknown,20,jun,18,11,-1,0,unknown,False
12183,40,student,married,secondary,False,260,no,False,unknown,20,jun,197,6,-1,0,unknown,False
12184,50,management,married,tertiary,False,0,no,False,unknown,20,jun,26,4,-1,0,unknown,False
12185,40,blue-collar,married,secondary,False,95,no,True,unknown,20,jun,61,4,-1,0,unknown,False
12186,35,management,married,tertiary,False,2316,no,False,unknown,20,jun,8,3,-1,0,unknown,False
12187,45,blue-collar,married,primary,False,-160,yes,False,unknown,20,jun,15,26,-1,0,unknown,False
12188,42,technician,married,secondary,False,738,no,False,unknown,20,jun,20,3,-1,0,unknown,False
12189,44,unknown,single,unknown,False,1239,no,False,unknown,20,jun,39,4,-1,0,unknown,False
12190,41,student,married,secondary,False,1309,no,False,unknown,20,jun,28,4,-1,0,unknown,False
12191,33,blue-collar,single,secondary,False,45,no,False,unknown,20,jun,13,12,-1,0,unknown,False
12192,30,administrative,married,secondary,False,4,no,False,unknown,20,jun,7,2,-1,0,unknown,False
12193,26,technician,single,secondary,False,1275,yes,False,unknown,20,jun,18,9,-1,0,unknown,False
12194,45,management,single,tertiary,False,1269,no,False,unknown,20,jun,55,7,-1,0,unknown,False
12195,38,services,married,secondary,False,503,no,False,unknown,20,jun,13,4,-1,0,unknown,False
12196,58,administrative,single,secondary,False,247,no,True,unknown,20,jun,66,6,-1,0,unknown,False
12197,37,services,divorced,secondary,False,523,no,False,unknown,20,jun,35,7,-1,0,unknown,False
12198,25,blue-collar,single,secondary,False,94,yes,True,unknown,20,jun,22,16,-1,0,unknown,False
12199,47,unemployed,divorced,tertiary,False,780,no,False,unknown,20,jun,447,2,-1,0,unknown,False
12200,52,blue-collar,married,secondary,False,2276,no,False,unknown,20,jun,83,3,-1,0,unknown,False
12201,36,administrative,married,tertiary,False,425,no,False,unknown,20,jun,11,4,-1,0,unknown,False
12202,52,technician,divorced,secondary,False,2816,no,False,unknown,20,jun,492,3,-1,0,unknown,False
12203,45,technician,single,tertiary,False,302,yes,False,unknown,20,jun,36,4,-1,0,unknown,False
12204,56,entrepreneur,married,unknown,False,575,no,False,unknown,20,jun,18,2,-1,0,unknown,False
12205,54,unknown,married,unknown,False,2508,no,False,unknown,20,jun,34,8,-1,0,unknown,False
12206,35,blue-collar,married,secondary,False,344,yes,False,unknown,20,jun,11,18,-1,0,unknown,False
12207,36,technician,married,tertiary,False,-718,yes,False,unknown,20,jun,11,20,-1,0,unknown,False
12208,48,retired,single,primary,False,0,no,False,unknown,20,jun,9,16,-1,0,unknown,False
12209,40,blue-collar,married,primary,False,238,no,False,unknown,20,jun,6,3,-1,0,unknown,False
12210,36,student,single,secondary,False,904,no,False,unknown,20,jun,10,8,-1,0,unknown,False
12211,36,blue-collar,married,secondary,False,873,yes,False,unknown,20,jun,44,3,-1,0,unknown,False
12212,51,management,single,tertiary,False,1348,yes,False,unknown,20,jun,9,19,-1,0,unknown,False
12213,30,management,married,tertiary,False,-250,yes,False,unknown,20,jun,11,6,-1,0,unknown,False
12214,40,administrative,married,secondary,False,67,no,True,unknown,20,jun,70,5,-1,0,unknown,False
12215,47,blue-collar,divorced,secondary,False,18,yes,False,unknown,20,jun,12,24,-1,0,unknown,False
12216,46,management,divorced,tertiary,False,-49,yes,False,unknown,20,jun,10,23,-1,0,unknown,False
12217,28,blue-collar,single,secondary,False,-267,yes,False,unknown,20,jun,86,4,-1,0,unknown,False
12218,45,technician,married,secondary,False,3492,yes,True,unknown,20,jun,46,4,-1,0,unknown,False
12219,39,technician,single,tertiary,False,861,no,False,unknown,20,jun,32,5,-1,0,unknown,False
12220,56,unknown,married,unknown,False,778,no,False,unknown,20,jun,32,4,-1,0,unknown,False
12221,60,blue-collar,married,primary,False,1472,no,False,unknown,20,jun,36,4,-1,0,unknown,False
12222,53,blue-collar,married,unknown,False,-491,yes,False,unknown,20,jun,124,4,-1,0,unknown,False
12223,56,retired,married,tertiary,False,5769,no,False,unknown,20,jun,15,3,-1,0,unknown,False
12224,51,self-employed,married,secondary,False,1377,no,False,unknown,20,jun,9,2,-1,0,unknown,False
12225,46,administrative,married,unknown,False,2115,yes,False,unknown,20,jun,10,3,-1,0,unknown,False
12226,45,blue-collar,married,secondary,False,-35,yes,True,unknown,20,jun,145,24,-1,0,unknown,False
12227,39,technician,married,tertiary,False,-218,no,False,unknown,20,jun,8,13,-1,0,unknown,False
12228,39,technician,single,secondary,False,10236,no,False,unknown,20,jun,10,3,-1,0,unknown,False
12229,45,housemaid,divorced,tertiary,False,2098,no,False,unknown,20,jun,81,3,-1,0,unknown,False
12230,35,blue-collar,married,secondary,False,306,no,False,unknown,20,jun,12,8,-1,0,unknown,False
12231,25,services,single,secondary,False,3856,yes,False,unknown,20,jun,16,28,-1,0,unknown,False
12232,40,unemployed,married,tertiary,False,1558,yes,False,unknown,20,jun,44,15,-1,0,unknown,False
12233,40,blue-collar,married,secondary,False,925,yes,True,unknown,20,jun,22,8,-1,0,unknown,False
12234,38,blue-collar,married,secondary,False,0,no,False,unknown,20,jun,152,5,-1,0,unknown,False
12235,45,unemployed,married,secondary,False,736,no,False,unknown,20,jun,13,2,-1,0,unknown,False
12236,47,services,married,secondary,False,0,no,True,unknown,20,jun,51,2,-1,0,unknown,False
12237,57,retired,married,secondary,False,274,no,True,unknown,20,jun,41,3,-1,0,unknown,False
12238,35,services,divorced,secondary,False,1529,no,False,unknown,20,jun,20,5,-1,0,unknown,False
12239,47,management,married,tertiary,False,866,no,False,unknown,20,jun,7,7,-1,0,unknown,False
12240,57,retired,married,secondary,False,573,no,False,unknown,20,jun,53,11,-1,0,unknown,False
12241,48,administrative,married,primary,False,607,no,False,unknown,20,jun,29,2,-1,0,unknown,False
12242,42,management,married,tertiary,False,-1613,yes,False,unknown,20,jun,9,18,-1,0,unknown,False
12243,44,blue-collar,married,primary,False,2657,yes,False,unknown,20,jun,202,2,-1,0,unknown,False
12244,36,blue-collar,divorced,secondary,False,1237,yes,False,unknown,20,jun,310,2,-1,0,unknown,False
12245,41,services,single,secondary,False,0,no,False,unknown,20,jun,204,2,-1,0,unknown,False
12246,60,self-employed,married,secondary,False,17339,no,False,unknown,20,jun,50,11,-1,0,unknown,False
12247,49,unknown,married,secondary,False,4846,no,False,unknown,20,jun,638,9,-1,0,unknown,False
12248,45,self-employed,single,primary,False,112,no,False,unknown,20,jun,298,4,-1,0,unknown,False
12249,36,unemployed,married,tertiary,False,4145,no,False,unknown,20,jun,988,4,-1,0,unknown,True
12250,29,blue-collar,married,secondary,False,1661,yes,False,unknown,23,jun,123,2,-1,0,unknown,False
12251,27,blue-collar,single,secondary,True,-27,no,False,unknown,23,jun,498,2,-1,0,unknown,True
12252,26,administrative,single,primary,False,-122,yes,False,unknown,23,jun,670,3,-1,0,unknown,True
12253,26,blue-collar,married,secondary,False,490,yes,False,unknown,23,jun,82,5,-1,0,unknown,False
12254,22,technician,single,secondary,False,4659,yes,False,unknown,23,jun,53,4,-1,0,unknown,False
12255,25,blue-collar,single,secondary,False,-350,yes,False,unknown,23,jun,95,3,-1,0,unknown,False
12256,29,blue-collar,single,secondary,True,-580,yes,False,unknown,23,jun,123,2,-1,0,unknown,False
12257,58,unemployed,divorced,secondary,False,0,no,False,unknown,23,jun,598,2,-1,0,unknown,False
12258,56,blue-collar,divorced,unknown,False,1363,no,False,unknown,23,jun,54,3,-1,0,unknown,False
12259,55,technician,married,secondary,False,77,yes,False,unknown,23,jun,364,2,-1,0,unknown,False
12260,55,retired,divorced,primary,False,1420,no,False,unknown,23,jun,655,4,-1,0,unknown,False
12261,47,management,married,tertiary,False,2716,no,False,unknown,23,jun,339,4,-1,0,unknown,False
12262,43,management,married,tertiary,False,149,yes,False,unknown,23,jun,662,2,-1,0,unknown,True
12263,46,services,married,secondary,False,1400,no,False,unknown,23,jun,25,2,-1,0,unknown,False
12264,48,management,single,tertiary,False,940,no,False,unknown,23,jun,216,3,-1,0,unknown,False
12265,40,management,married,tertiary,True,-1036,yes,True,unknown,23,jun,41,2,-1,0,unknown,False
12266,34,technician,married,secondary,False,1,yes,False,unknown,24,jun,165,5,-1,0,unknown,False
12267,42,self-employed,divorced,tertiary,False,360,yes,False,unknown,24,jun,110,5,-1,0,unknown,False
12268,33,blue-collar,single,tertiary,False,350,yes,False,unknown,24,jun,137,5,-1,0,unknown,False
12269,36,management,divorced,tertiary,True,20,no,True,unknown,24,jun,62,5,-1,0,unknown,False
12270,55,management,married,tertiary,False,5804,no,False,unknown,24,jun,56,3,-1,0,unknown,False
12271,42,housemaid,married,secondary,False,341,no,False,unknown,24,jun,790,3,-1,0,unknown,False
12272,36,blue-collar,married,secondary,False,56,no,False,unknown,24,jun,481,6,-1,0,unknown,False
12273,60,management,married,unknown,False,1046,yes,False,unknown,24,jun,32,3,-1,0,unknown,False
12274,44,management,married,primary,False,107,no,False,unknown,24,jun,183,3,-1,0,unknown,False
12275,48,blue-collar,single,secondary,False,2288,no,False,unknown,24,jun,114,4,-1,0,unknown,False
12276,50,administrative,single,secondary,False,1318,no,True,unknown,24,jun,146,3,-1,0,unknown,False
12277,42,housemaid,married,primary,False,1343,yes,False,unknown,24,jun,404,3,-1,0,unknown,False
12278,25,blue-collar,single,primary,False,52,yes,False,unknown,24,jun,528,2,-1,0,unknown,True
12279,31,technician,married,tertiary,False,1197,yes,False,unknown,24,jun,351,3,-1,0,unknown,False
12280,53,housemaid,married,primary,False,0,no,False,unknown,24,jun,51,8,-1,0,unknown,False
12281,53,blue-collar,married,secondary,False,3815,no,False,unknown,24,jun,237,3,-1,0,unknown,False
12282,35,administrative,married,secondary,False,8652,yes,False,unknown,24,jun,103,6,-1,0,unknown,False
12283,53,blue-collar,married,secondary,False,21522,no,False,unknown,24,jun,146,4,-1,0,unknown,False
12284,25,entrepreneur,single,tertiary,False,0,no,False,unknown,25,jun,347,1,-1,0,unknown,False
12285,29,blue-collar,married,secondary,False,214,yes,True,unknown,25,jun,372,5,-1,0,unknown,False
12286,57,technician,single,tertiary,False,711,no,False,unknown,25,jun,411,1,-1,0,unknown,False
12287,49,housemaid,married,primary,False,57,no,True,unknown,25,jun,151,1,-1,0,unknown,False
12288,59,technician,married,tertiary,False,-91,no,False,unknown,25,jun,157,1,-1,0,unknown,False
12289,50,blue-collar,married,secondary,False,-253,no,False,unknown,25,jun,43,1,-1,0,unknown,False
12290,46,services,married,secondary,False,25,no,True,unknown,25,jun,167,2,-1,0,unknown,False
12291,50,management,married,tertiary,False,-94,no,True,unknown,25,jun,75,1,-1,0,unknown,False
12292,58,blue-collar,married,secondary,False,2592,yes,False,unknown,25,jun,249,1,-1,0,unknown,False
12293,34,technician,married,secondary,False,1,no,True,unknown,25,jun,53,1,-1,0,unknown,False
12294,47,retired,married,primary,False,-468,no,True,unknown,25,jun,268,1,-1,0,unknown,False
12295,57,retired,married,primary,False,37,no,False,unknown,25,jun,259,2,-1,0,unknown,False
12296,51,services,married,secondary,False,-1136,no,True,unknown,25,jun,155,1,-1,0,unknown,False
12297,34,administrative,single,secondary,False,1,no,False,unknown,25,jun,247,1,-1,0,unknown,False
12298,47,technician,married,secondary,False,80,no,True,unknown,25,jun,100,1,-1,0,unknown,False
12299,42,self-employed,married,tertiary,False,-266,no,True,unknown,25,jun,322,1,-1,0,unknown,False
12300,39,services,divorced,secondary,False,0,yes,True,unknown,25,jun,93,2,-1,0,unknown,False
12301,47,services,married,secondary,False,-835,yes,True,unknown,25,jun,231,1,-1,0,unknown,False
12302,46,technician,divorced,secondary,False,129,no,False,unknown,25,jun,75,2,-1,0,unknown,False
12303,58,blue-collar,divorced,secondary,False,314,no,False,unknown,25,jun,67,2,-1,0,unknown,False
12304,42,technician,single,secondary,False,-15,no,False,unknown,25,jun,71,1,-1,0,unknown,False
12305,56,housemaid,married,secondary,False,594,yes,True,unknown,25,jun,151,1,-1,0,unknown,False
12306,40,blue-collar,divorced,unknown,False,0,no,True,unknown,25,jun,91,2,-1,0,unknown,False
12307,31,unemployed,married,secondary,False,3242,no,False,unknown,25,jun,292,2,-1,0,unknown,False
12308,29,blue-collar,divorced,secondary,False,0,yes,False,unknown,25,jun,281,3,-1,0,unknown,False
12309,42,management,single,tertiary,False,433,yes,False,unknown,25,jun,375,2,-1,0,unknown,False
12310,43,blue-collar,married,primary,False,720,no,False,unknown,25,jun,168,8,-1,0,unknown,False
12311,38,services,married,secondary,False,-140,no,False,unknown,25,jun,456,3,-1,0,unknown,False
12312,45,administrative,married,secondary,False,400,yes,True,unknown,25,jun,103,5,-1,0,unknown,False
12313,41,blue-collar,married,primary,False,381,no,False,unknown,25,jun,305,4,-1,0,unknown,False
12314,29,management,single,tertiary,False,42,yes,False,unknown,26,jun,91,4,-1,0,unknown,False
12315,47,blue-collar,divorced,secondary,True,0,no,True,unknown,26,jun,622,3,-1,0,unknown,False
12316,37,self-employed,single,tertiary,False,3759,no,False,unknown,26,jun,650,2,-1,0,unknown,False
12317,40,technician,married,secondary,False,0,no,True,unknown,26,jun,178,2,-1,0,unknown,False
12318,34,unemployed,married,secondary,False,0,no,True,unknown,26,jun,465,2,-1,0,unknown,False
12319,50,administrative,married,secondary,False,0,yes,True,unknown,26,jun,626,2,-1,0,unknown,False
12320,36,blue-collar,married,secondary,False,74,yes,False,unknown,26,jun,322,2,-1,0,unknown,False
12321,32,administrative,married,secondary,False,159,no,True,unknown,26,jun,177,1,-1,0,unknown,False
12322,27,blue-collar,married,tertiary,False,335,yes,False,unknown,26,jun,519,3,-1,0,unknown,True
12323,32,administrative,single,tertiary,False,328,yes,True,unknown,26,jun,271,1,-1,0,unknown,False
12324,60,retired,divorced,tertiary,False,1349,no,True,unknown,26,jun,198,2,-1,0,unknown,False
12325,30,technician,married,tertiary,False,526,yes,True,unknown,26,jun,677,3,-1,0,unknown,True
12326,52,services,married,secondary,False,-1,no,True,unknown,26,jun,138,3,-1,0,unknown,False
12327,57,self-employed,married,secondary,False,35,no,True,unknown,26,jun,215,3,-1,0,unknown,False
12328,48,blue-collar,married,secondary,False,341,yes,True,unknown,26,jun,251,3,-1,0,unknown,False
12329,28,blue-collar,married,primary,False,702,yes,False,unknown,26,jun,318,2,-1,0,unknown,False
12330,49,technician,divorced,secondary,False,-53,yes,True,unknown,26,jun,253,1,-1,0,unknown,False
12331,43,services,divorced,tertiary,False,2279,no,True,unknown,26,jun,344,1,-1,0,unknown,False
12332,28,management,single,tertiary,False,282,yes,False,unknown,26,jun,301,4,-1,0,unknown,False
12333,44,technician,married,secondary,False,-153,no,True,unknown,26,jun,197,1,-1,0,unknown,False
12334,36,blue-collar,married,secondary,False,2103,no,True,unknown,26,jun,71,1,-1,0,unknown,False
12335,42,blue-collar,married,secondary,False,160,yes,True,unknown,26,jun,190,1,-1,0,unknown,False
12336,52,administrative,married,secondary,False,192,no,True,unknown,26,jun,93,1,-1,0,unknown,False
